PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
2019-05-09,BZ66,VCEP Conservative Growth Select,Your Prediction
2020-05-13,BU54,Target Retirement 2035 Trust,Your Prediction
2020-07-10,GO52,Institutional Target Retirement 2060,Your Prediction
2020-09-21,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-06-02,NL73,STAR,Your Prediction
2019-06-11,LS11,VCEP Total Equity,Your Prediction
2019-02-19,GL58,Institutional Target Retirement 2055,Your Prediction
2020-01-16,NR67,VCEP Conservative Growth,Your Prediction
2020-06-11,DT81,Target Retirement 2040,Your Prediction
2019-07-02,ZS87,Target Retirement 2055,Your Prediction
2020-04-22,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-05-04,UX52,VCEP Total Equity Select,Your Prediction
2019-09-13,RV91,Target Retirement Income Trust,Your Prediction
2020-10-15,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-03-13,ES45,Target Retirement 2060,Your Prediction
2020-09-23,TN68,VCEP Total Bond,Your Prediction
2019-03-21,RV91,Target Retirement Income Trust,Your Prediction
2019-08-13,LB27,Managed Payout,Your Prediction
2019-05-09,KC47,VCEP Wellington Pool Standard,Your Prediction
2019-10-17,GH86,Institutional Target Retirement 2040,Your Prediction
2019-07-08,UX52,VCEP Total Equity Select,Your Prediction
2020-07-16,TP59,VCEP Moderate Growth Select,Your Prediction
2019-08-28,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2020-04-22,LS11,VCEP Total Equity,Your Prediction
2020-01-09,CX21,VCEP Money Market,Your Prediction
2019-03-26,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-06-29,KN63,VCEP ESG U.S. Stock Pool,Your Prediction
2019-03-04,NL73,STAR,Your Prediction
2019-02-05,LB27,Managed Payout,Your Prediction
2020-10-14,TP59,VCEP Moderate Growth Select,Your Prediction
2020-07-30,GO52,Institutional Target Retirement 2060,Your Prediction
2019-11-05,BA68,Target Retirement 2025 Trust,Your Prediction
2020-01-31,GF52,Institutional Target Retirement 2020,Your Prediction
2020-05-29,GF52,Institutional Target Retirement 2020,Your Prediction
2020-08-17,VG84,Target Retirement 2025,Your Prediction
2020-07-16,CF48,Target Retirement 2050,Your Prediction
2019-11-19,LF34,VCEP Income Pool Standard,Your Prediction
2019-08-02,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-03-20,ZD97,VCEP Total International Bond Pool Select,Your Prediction
2020-09-18,JS33,VCEP Balanced Pool Standard,Your Prediction
2019-07-17,ZS87,Target Retirement 2055,Your Prediction
2019-02-21,DR43,LifeStrategy Income,Your Prediction
2020-04-23,ID15,VCEP Income Pool Select,Your Prediction
2019-07-05,PJ82,Target Retirement 2030 Trust,Your Prediction
2019-07-12,OM24,Target Retirement Income,Your Prediction
2020-07-13,IQ22,VCEP European Stock,Your Prediction
2020-04-01,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2019-08-01,GO58,Institutional Target Retirement 2065,Your Prediction
2019-10-03,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-06-11,GV13,Target Retirement 2020 Trust,Your Prediction
2019-12-31,MK83,VCEP Total Bond Select,Your Prediction
2020-05-01,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-06-15,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-08-13,FO91,VCEP Growth Select,Your Prediction
2019-05-24,KD51,VVIF - Total International Stock Market Index,Your Prediction
2019-02-13,OK18,VCEP Short-Term Bond,Your Prediction
2019-08-19,BJ34,Target Retirement 2045 Trust,Your Prediction
2020-04-15,CF14,LifeStrategy Conservative Growth,Your Prediction
2019-12-03,LB27,Managed Payout,Your Prediction
2020-04-20,DT81,Target Retirement 2040,Your Prediction
2020-08-06,GT42,Diversified Equity,Your Prediction
2020-09-01,VX99,VCEP Pacific Stock Select,Your Prediction
2019-03-26,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2020-07-01,TN68,VCEP Total Bond,Your Prediction
2019-06-04,DR43,LifeStrategy Income,Your Prediction
2019-01-25,AY24,VCEP Short-Term Bond Select,Your Prediction
2020-06-26,GX91,Target Retirement 2060 Trust,Your Prediction
2020-09-14,VX99,VCEP Pacific Stock Select,Your Prediction
2020-01-29,OK18,VCEP Short-Term Bond,Your Prediction
2020-02-13,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2020-03-19,ZL62,VCEP Total International Stock Select,Your Prediction
2020-03-24,UX52,VCEP Total Equity Select,Your Prediction
2019-03-13,LS11,VCEP Total Equity,Your Prediction
2019-04-29,IW95,VCEP Pacific Stock,Your Prediction
2019-12-11,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-11-26,BX99,VCEP European Stock Select,Your Prediction
2020-01-23,LS11,VCEP Total Equity,Your Prediction
2020-01-13,BZ66,VCEP Conservative Growth Select,Your Prediction
2020-01-14,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2019-07-08,TP59,VCEP Moderate Growth Select,Your Prediction
2020-06-29,CX21,VCEP Money Market,Your Prediction
2020-04-17,UX52,VCEP Total Equity Select,Your Prediction
2019-06-06,UH89,VCEP Wellington Pool Select,Your Prediction
2019-12-04,ZZ55,Target Retirement 2050 Trust,Your Prediction
2020-04-06,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-01-14,ES45,Target Retirement 2060,Your Prediction
2020-01-13,GF79,Institutional Target Retirement 2025,Your Prediction
2019-07-24,GH72,Institutional Target Retirement 2035,Your Prediction
2020-07-27,ZS87,Target Retirement 2055,Your Prediction
2019-04-25,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-05-22,GF52,Institutional Target Retirement 2020,Your Prediction
2019-08-14,OM24,Target Retirement Income,Your Prediction
2020-05-27,ID15,VCEP Income Pool Select,Your Prediction
2020-05-15,RA76,Target Retirement 2035,Your Prediction
2020-09-22,XQ97,VVIF - Global Bond Index Portfolio,Your Prediction
2019-12-10,GH33,Institutional Target Retirement 2030,Your Prediction
2019-10-28,LF34,VCEP Income Pool Standard,Your Prediction
2020-10-13,CF48,Target Retirement 2050,Your Prediction
2020-03-23,OK18,VCEP Short-Term Bond,Your Prediction
2019-04-23,IW95,VCEP Pacific Stock,Your Prediction
2020-05-11,ZM95,VCEP Total US Stock Select,Your Prediction
2019-06-26,IQ22,VCEP European Stock,Your Prediction
2019-04-05,GQ39,Target Retirement 2065,Your Prediction
2019-10-24,ID15,VCEP Income Pool Select,Your Prediction
2019-02-25,GI46,Institutional Target Retirement 2050,Your Prediction
2019-03-06,LF34,VCEP Income Pool Standard,Your Prediction
2019-04-11,CX21,VCEP Money Market,Your Prediction
2019-08-01,WQ15,LifeStrategy Growth,Your Prediction
2020-06-04,RA76,Target Retirement 2035,Your Prediction
2020-10-01,GO58,Institutional Target Retirement 2065,Your Prediction
2020-05-11,GL58,Institutional Target Retirement 2055,Your Prediction
2020-01-30,SC81,Target Retirement 2030,Your Prediction
2019-01-24,TN68,VCEP Total Bond,Your Prediction
2019-08-07,WQ15,LifeStrategy Growth,Your Prediction
2020-10-08,LS11,VCEP Total Equity,Your Prediction
2019-10-29,TP59,VCEP Moderate Growth Select,Your Prediction
2019-10-21,AY24,VCEP Short-Term Bond Select,Your Prediction
2019-10-14,MI13,VCEP Money Market Select,Your Prediction
2020-10-01,RK97,VCEP Growth,Your Prediction
2020-05-08,GL58,Institutional Target Retirement 2055,Your Prediction
2020-09-08,LB27,Managed Payout,Your Prediction
2019-04-17,BZ66,VCEP Conservative Growth Select,Your Prediction
2019-03-14,TN68,VCEP Total Bond,Your Prediction
2020-06-18,SC81,Target Retirement 2030,Your Prediction
2019-07-24,MK83,VCEP Total Bond Select,Your Prediction
2020-09-23,UH89,VCEP Wellington Pool Select,Your Prediction
2019-03-25,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2020-07-16,GF79,Institutional Target Retirement 2025,Your Prediction
2020-07-10,ZZ55,Target Retirement 2050 Trust,Your Prediction
2020-08-06,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-12-26,XC71,VVIF - Moderate Allocation Portfolio,Your Prediction
2019-12-04,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-01-31,TN68,VCEP Total Bond,Your Prediction
2020-02-12,RV91,Target Retirement Income Trust,Your Prediction
2020-05-21,UH89,VCEP Wellington Pool Select,Your Prediction
2019-12-18,GF79,Institutional Target Retirement 2025,Your Prediction
2019-10-02,TP59,VCEP Moderate Growth Select,Your Prediction
2020-04-08,IW95,VCEP Pacific Stock,Your Prediction
2019-12-11,GP48,Institutional Target Retirement Income,Your Prediction
2019-01-22,EE12,VCEP Balanced Pool Select,Your Prediction
2020-03-24,CF48,Target Retirement 2050,Your Prediction
2020-06-16,WJ68,LifeStrategy Moderate Growth,Your Prediction
2019-02-05,BA68,Target Retirement 2025 Trust,Your Prediction
2020-05-20,GF52,Institutional Target Retirement 2020,Your Prediction
2019-09-18,GD89,Institutional Target Retirement 2015,Your Prediction
2019-03-27,HB83,VCEP Total US Stock,Your Prediction
2019-06-06,GH86,Institutional Target Retirement 2040,Your Prediction
2020-05-29,GD89,Institutional Target Retirement 2015,Your Prediction
2019-09-10,CF14,LifeStrategy Conservative Growth,Your Prediction
2019-08-09,GO52,Institutional Target Retirement 2060,Your Prediction
2020-06-17,GL58,Institutional Target Retirement 2055,Your Prediction
2020-09-22,IQ22,VCEP European Stock,Your Prediction
2020-05-27,BZ66,VCEP Conservative Growth Select,Your Prediction
2020-02-24,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-06-27,CF48,Target Retirement 2050,Your Prediction
2020-06-17,RK97,VCEP Growth,Your Prediction
2020-06-29,LF34,VCEP Income Pool Standard,Your Prediction
2020-10-07,GH86,Institutional Target Retirement 2040,Your Prediction
2019-04-10,JI82,Target Retirement 2040 Trust,Your Prediction
2020-09-11,GL58,Institutional Target Retirement 2055,Your Prediction
2019-10-31,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-07-14,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-03-23,GR73,Target Retirement 2065 Trust,Your Prediction
2019-10-30,DR43,LifeStrategy Income,Your Prediction
2019-11-08,CX21,VCEP Money Market,Your Prediction
2020-05-22,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-05-09,GV13,Target Retirement 2020 Trust,Your Prediction
2019-09-10,DR43,LifeStrategy Income,Your Prediction
2019-03-29,GI46,Institutional Target Retirement 2050,Your Prediction
2019-08-13,ES45,Target Retirement 2060,Your Prediction
2020-01-03,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-09-25,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2019-12-24,ZD97,VCEP Total International Bond Pool Select,Your Prediction
2020-04-22,HB83,VCEP Total US Stock,Your Prediction
2019-07-15,VG84,Target Retirement 2025,Your Prediction
2020-09-29,IW95,VCEP Pacific Stock,Your Prediction
2019-12-16,RV91,Target Retirement Income Trust,Your Prediction
2019-01-25,CX21,VCEP Money Market,Your Prediction
2019-05-20,NR67,VCEP Conservative Growth,Your Prediction
2020-04-13,CF48,Target Retirement 2050,Your Prediction
2020-09-21,RA76,Target Retirement 2035,Your Prediction
2019-11-04,ZL62,VCEP Total International Stock Select,Your Prediction
2019-03-26,GO52,Institutional Target Retirement 2060,Your Prediction
2020-01-16,BU54,Target Retirement 2035 Trust,Your Prediction
2020-10-09,FF72,VCEP Moderate Growth,Your Prediction
2019-04-25,NL73,STAR,Your Prediction
2020-07-20,VX99,VCEP Pacific Stock Select,Your Prediction
2020-01-10,AR74,Target Retirement 2020,Your Prediction
2020-04-24,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-03-06,HB83,VCEP Total US Stock,Your Prediction
2019-09-27,HB83,VCEP Total US Stock,Your Prediction
2020-05-01,GV13,Target Retirement 2020 Trust,Your Prediction
2019-04-15,PJ82,Target Retirement 2030 Trust,Your Prediction
2019-03-06,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-02-15,LF34,VCEP Income Pool Standard,Your Prediction
2020-03-03,GP68,VCEP Emerging Markets Stock,Your Prediction
2020-09-08,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2019-05-22,GH86,Institutional Target Retirement 2040,Your Prediction
2019-04-10,GQ39,Target Retirement 2065,Your Prediction
2020-02-04,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-10-14,GI25,Institutional Target Retirement 2045,Your Prediction
2020-07-23,PK73,Target Retirement 2045,Your Prediction
2019-07-25,CF48,Target Retirement 2050,Your Prediction
2019-11-06,UX52,VCEP Total Equity Select,Your Prediction
2020-07-10,KC47,VCEP Wellington Pool Standard,Your Prediction
2020-08-10,GH33,Institutional Target Retirement 2030,Your Prediction
2019-02-04,CF14,LifeStrategy Conservative Growth,Your Prediction
2020-05-01,BZ66,VCEP Conservative Growth Select,Your Prediction
2019-09-17,ZZ55,Target Retirement 2050 Trust,Your Prediction
2019-11-21,CF48,Target Retirement 2050,Your Prediction
2020-06-16,GR73,Target Retirement 2065 Trust,Your Prediction
2019-11-12,GO58,Institutional Target Retirement 2065,Your Prediction
2020-06-19,MK83,VCEP Total Bond Select,Your Prediction
2020-02-07,GV13,Target Retirement 2020 Trust,Your Prediction
2019-09-17,MK83,VCEP Total Bond Select,Your Prediction
2020-04-30,BX99,VCEP European Stock Select,Your Prediction
2019-12-06,ES45,Target Retirement 2060,Your Prediction
2020-10-01,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-05-07,NL73,STAR,Your Prediction
2020-07-20,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2020-01-03,TN68,VCEP Total Bond,Your Prediction
2020-06-15,GH72,Institutional Target Retirement 2035,Your Prediction
2019-09-20,RA76,Target Retirement 2035,Your Prediction
2020-05-26,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-10-13,VD43,Target Retirement 2055 Trust,Your Prediction
2020-01-30,FO91,VCEP Growth Select,Your Prediction
2020-06-29,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2020-05-13,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-05-31,LB27,Managed Payout,Your Prediction
2020-03-06,GH86,Institutional Target Retirement 2040,Your Prediction
2020-09-21,XQ97,VVIF - Global Bond Index Portfolio,Your Prediction
2019-12-23,RA76,Target Retirement 2035,Your Prediction
2020-10-02,UH89,VCEP Wellington Pool Select,Your Prediction
2019-06-17,WO29,VCEP ESG Global Stock Pool Standard,Your Prediction
2019-09-05,GP48,Institutional Target Retirement Income,Your Prediction
2019-12-04,AZ74,VCEP Total International Bond Pool Standard,Your Prediction
2020-02-20,GT42,Diversified Equity,Your Prediction
2019-10-21,BJ34,Target Retirement 2045 Trust,Your Prediction
2019-12-26,NL73,STAR,Your Prediction
2020-03-25,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2020-02-19,KC47,VCEP Wellington Pool Standard,Your Prediction
2019-07-03,GX91,Target Retirement 2060 Trust,Your Prediction
2019-01-18,KD51,VVIF - Total International Stock Market Index,Your Prediction
2020-10-01,GP48,Institutional Target Retirement Income,Your Prediction
2019-02-26,FO91,VCEP Growth Select,Your Prediction
2020-06-22,IW95,VCEP Pacific Stock,Your Prediction
2020-05-13,BA68,Target Retirement 2025 Trust,Your Prediction
2020-09-28,DT81,Target Retirement 2040,Your Prediction
2020-02-14,NQ34,VCEP ESG International Stock Pool Standard,Your Prediction
2019-09-12,AY24,VCEP Short-Term Bond Select,Your Prediction
2019-05-03,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2020-08-17,HB83,VCEP Total US Stock,Your Prediction
2019-01-30,OW53,VCEP Total International Stock,Your Prediction
2020-07-06,GO58,Institutional Target Retirement 2065,Your Prediction
2019-03-26,WJ68,LifeStrategy Moderate Growth,Your Prediction
2020-08-05,OM24,Target Retirement Income,Your Prediction
2019-09-27,GL58,Institutional Target Retirement 2055,Your Prediction
2020-08-05,CX21,VCEP Money Market,Your Prediction
2019-04-15,CE55,VCEP Emerging Markets Stock Select,Your Prediction
2020-01-02,GP48,Institutional Target Retirement Income,Your Prediction
2020-06-29,WQ15,LifeStrategy Growth,Your Prediction
2019-09-11,GV13,Target Retirement 2020 Trust,Your Prediction
2019-07-11,PK73,Target Retirement 2045,Your Prediction
2019-05-31,TN68,VCEP Total Bond,Your Prediction
2019-10-23,GH33,Institutional Target Retirement 2030,Your Prediction
2019-02-07,RV91,Target Retirement Income Trust,Your Prediction
2020-02-18,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-05-14,PJ33,Target Retirement 2015 Trust,Your Prediction
2019-11-29,AR74,Target Retirement 2020,Your Prediction
2019-09-24,DR43,LifeStrategy Income,Your Prediction
2019-04-23,MS87,VCEP ESG U.S. Stock Pool Select,Your Prediction
2019-05-23,ZM95,VCEP Total US Stock Select,Your Prediction
2020-04-30,GF52,Institutional Target Retirement 2020,Your Prediction
2020-08-24,IQ22,VCEP European Stock,Your Prediction
2020-03-31,ZZ55,Target Retirement 2050 Trust,Your Prediction
2020-05-14,ID15,VCEP Income Pool Select,Your Prediction
2020-07-15,GP48,Institutional Target Retirement Income,Your Prediction
2019-10-11,GO58,Institutional Target Retirement 2065,Your Prediction
2020-03-20,GV13,Target Retirement 2020 Trust,Your Prediction
2020-02-25,GI25,Institutional Target Retirement 2045,Your Prediction
2020-03-27,BJ34,Target Retirement 2045 Trust,Your Prediction
2020-02-18,LF34,VCEP Income Pool Standard,Your Prediction
2019-01-28,GH72,Institutional Target Retirement 2035,Your Prediction
2019-08-30,GQ39,Target Retirement 2065,Your Prediction
2019-11-26,FO91,VCEP Growth Select,Your Prediction
2019-10-16,BX99,VCEP European Stock Select,Your Prediction
2019-03-14,VD43,Target Retirement 2055 Trust,Your Prediction
2020-03-17,GP68,VCEP Emerging Markets Stock,Your Prediction
2019-08-23,GV13,Target Retirement 2020 Trust,Your Prediction
2019-11-05,ES45,Target Retirement 2060,Your Prediction
2020-04-28,DR43,LifeStrategy Income,Your Prediction
2019-04-02,GV13,Target Retirement 2020 Trust,Your Prediction
2020-07-14,OM24,Target Retirement Income,Your Prediction
2020-01-21,DR43,LifeStrategy Income,Your Prediction
2019-11-22,TN68,VCEP Total Bond,Your Prediction
2019-05-14,JS33,VCEP Balanced Pool Standard,Your Prediction
2019-03-15,BU54,Target Retirement 2035 Trust,Your Prediction
2020-06-05,LB27,Managed Payout,Your Prediction
2019-09-04,CX21,VCEP Money Market,Your Prediction
2020-05-29,VG84,Target Retirement 2025,Your Prediction
2020-08-06,GR73,Target Retirement 2065 Trust,Your Prediction
2019-07-16,ID15,VCEP Income Pool Select,Your Prediction
2020-01-10,GF52,Institutional Target Retirement 2020,Your Prediction
2020-06-11,GH33,Institutional Target Retirement 2030,Your Prediction
2019-06-06,SC81,Target Retirement 2030,Your Prediction
