,PROCESS_DATE,SCID,PORTFOLIO,ESTIMATE_TO_ACTUAL
2564,2019-08-21,CF48,Target Retirement 2050,0
2565,2019-12-30,RP13,VVIF - Conservative Allocation,0
2566,2020-10-08,GQ39,Target Retirement 2065,0
2567,2020-06-03,GF52,Institutional Target Retirement 2020,0
2568,2020-07-08,NL73,STAR,0
2569,2020-06-04,WQ15,LifeStrategy Growth,0
2570,2020-09-04,FF72,VCEP Moderate Growth,0
2571,2019-04-03,BU54,Target Retirement 2035 Trust,0
2572,2019-03-01,HB83,VCEP Total US Stock,0
2573,2019-05-17,ES45,Target Retirement 2060,0
2574,2019-12-03,RK97,VCEP Growth,0
2575,2019-06-06,RA76,Target Retirement 2035,0
2576,2019-10-18,NQ34,VCEP ESG International Stock Pool Standard,0
2577,2020-01-23,OR28,VCEP ESG Global Stock Pool Select,0
2578,2020-08-04,EZ71,Target Retirement 2015,0
2579,2020-02-20,RK97,VCEP Growth,0
2580,2020-07-21,BJ34,Target Retirement 2045 Trust,0
2581,2019-03-20,WJ68,LifeStrategy Moderate Growth,0
2582,2019-08-05,RP13,VVIF - Conservative Allocation,0
2583,2020-05-01,IQ22,VCEP European Stock,0
2584,2020-06-10,NL73,STAR,0
2585,2019-02-25,CF14,LifeStrategy Conservative Growth,0
2586,2020-07-13,XQ97,VVIF - Global Bond Index Portfolio,0
2587,2020-02-21,CX21,VCEP Money Market,0
2588,2020-04-06,ZS87,Target Retirement 2055,0
2589,2019-05-21,XQ97,VVIF - Global Bond Index Portfolio,0
2590,2019-07-12,CE55,VCEP Emerging Markets Stock Select,0
2591,2020-10-05,TN68,VCEP Total Bond,0
2592,2019-12-16,WO29,VCEP ESG Global Stock Pool Standard,0
2593,2019-11-14,CE55,VCEP Emerging Markets Stock Select,0
2594,2019-01-29,IW95,VCEP Pacific Stock,0
2595,2019-01-17,GF79,Institutional Target Retirement 2025,0
2596,2020-01-16,RK97,VCEP Growth,0
2597,2019-11-01,HB83,VCEP Total US Stock,0
2598,2020-04-28,DT81,Target Retirement 2040,0
2599,2019-10-25,GQ39,Target Retirement 2065,0
2600,2020-08-04,WQ15,LifeStrategy Growth,0
2601,2020-06-10,ZM95,VCEP Total US Stock Select,0
2602,2019-10-28,FO91,VCEP Growth Select,0
2603,2019-12-27,RV91,Target Retirement Income Trust,0
2604,2020-07-16,FO91,VCEP Growth Select,0
2605,2020-10-09,ZM95,VCEP Total US Stock Select,0
2606,2020-09-16,GD89,Institutional Target Retirement 2015,0
2607,2019-10-01,GR73,Target Retirement 2065 Trust,0
2608,2019-09-09,GH33,Institutional Target Retirement 2030,0
2609,2019-06-14,GH72,Institutional Target Retirement 2035,0
2610,2020-03-09,ZZ55,Target Retirement 2050 Trust,0
2611,2019-10-23,OK18,VCEP Short-Term Bond,0
2612,2020-05-11,TN68,VCEP Total Bond,0
2613,2019-01-17,ZM95,VCEP Total US Stock Select,0
2614,2020-01-08,MS84,VCEP ESG International Stock Pool Select,0
2615,2019-03-11,PJ33,Target Retirement 2015 Trust,0
2616,2019-06-06,NL73,STAR,0
2617,2019-12-27,ZL62,VCEP Total International Stock Select,0
2618,2020-03-13,GD89,Institutional Target Retirement 2015,0
2619,2020-02-14,UH89,VCEP Wellington Pool Select,0
2620,2020-03-26,EE12,VCEP Balanced Pool Select,0
2621,2020-01-16,JI82,Target Retirement 2040 Trust,0
2622,2020-05-04,ZZ55,Target Retirement 2050 Trust,0
2623,2019-12-23,ZS87,Target Retirement 2055,0
2624,2019-08-30,AZ74,VCEP Total International Bond Pool Standard,0
2625,2019-09-12,GH86,Institutional Target Retirement 2040,0
2626,2019-05-02,AR74,Target Retirement 2020,0
2627,2019-12-18,NQ34,VCEP ESG International Stock Pool Standard,0
2628,2019-05-17,OW53,VCEP Total International Stock,0
2629,2019-12-04,BZ66,VCEP Conservative Growth Select,0
2630,2019-07-24,RA76,Target Retirement 2035,0
2631,2020-04-27,KD51,VVIF - Total International Stock Market Index,0
2632,2020-04-17,EZ71,Target Retirement 2015,0
2633,2020-06-03,GP68,VCEP Emerging Markets Stock,0
2634,2019-09-11,CE55,VCEP Emerging Markets Stock Select,0
2635,2020-02-24,JI82,Target Retirement 2040 Trust,0
2636,2019-07-25,GP48,Institutional Target Retirement Income,0
2637,2019-06-28,CF48,Target Retirement 2050,0
2638,2019-09-03,WQ15,LifeStrategy Growth,0
2639,2020-07-01,MK83,VCEP Total Bond Select,0
2640,2019-08-14,TP59,VCEP Moderate Growth Select,0
2641,2020-07-23,GH33,Institutional Target Retirement 2030,0
2642,2020-09-16,AZ74,VCEP Total International Bond Pool Standard,0
2643,2020-09-28,MS87,VCEP ESG U.S. Stock Pool Select,0
2644,2019-09-06,RV91,Target Retirement Income Trust,0
2645,2019-04-25,GH86,Institutional Target Retirement 2040,0
2646,2019-11-13,ZM95,VCEP Total US Stock Select,0
2647,2019-11-04,PJ33,Target Retirement 2015 Trust,0
2648,2019-02-19,WQ15,LifeStrategy Growth,0
2649,2019-06-11,GQ39,Target Retirement 2065,0
2650,2019-09-16,CX21,VCEP Money Market,0
2651,2019-11-21,VG84,Target Retirement 2025,0
2652,2019-07-16,MI13,VCEP Money Market Select,0
2653,2020-02-03,BU54,Target Retirement 2035 Trust,0
2654,2020-03-09,MK83,VCEP Total Bond Select,0
2655,2019-01-31,TN68,VCEP Total Bond,0
2656,2019-05-09,FF72,VCEP Moderate Growth,0
2657,2020-06-03,NL73,STAR,0
2658,2019-04-24,OW53,VCEP Total International Stock,0
2659,2020-02-12,UX52,VCEP Total Equity Select,0
2660,2020-10-05,GI25,Institutional Target Retirement 2045,0
2661,2019-04-03,CF48,Target Retirement 2050,0
2662,2019-12-20,ID15,VCEP Income Pool Select,0
2663,2019-11-27,GI25,Institutional Target Retirement 2045,0
2664,2019-01-17,GQ39,Target Retirement 2065,0
2665,2019-05-29,ZZ55,Target Retirement 2050 Trust,0
2666,2019-04-10,ZD97,VCEP Total International Bond Pool Select,0
2667,2020-01-29,IW95,VCEP Pacific Stock,0
2668,2019-06-12,JI82,Target Retirement 2040 Trust,0
2669,2019-02-07,OK18,VCEP Short-Term Bond,0
2670,2019-06-12,TN68,VCEP Total Bond,0
2671,2020-06-26,IQ22,VCEP European Stock,0
2672,2019-09-30,GL58,Institutional Target Retirement 2055,0
2673,2019-10-25,KC47,VCEP Wellington Pool Standard,0
2674,2019-04-11,ZD97,VCEP Total International Bond Pool Select,0
2675,2020-07-28,PJ33,Target Retirement 2015 Trust,0
2676,2019-09-13,AY24,VCEP Short-Term Bond Select,0
2677,2019-02-11,AY24,VCEP Short-Term Bond Select,0
2678,2019-03-11,GF52,Institutional Target Retirement 2020,0
2679,2020-05-13,CX21,VCEP Money Market,0
2680,2019-05-13,AZ74,VCEP Total International Bond Pool Standard,0
2681,2019-02-21,FO91,VCEP Growth Select,0
2682,2020-10-05,FF72,VCEP Moderate Growth,0
2683,2020-06-08,XQ97,VVIF - Global Bond Index Portfolio,0
2684,2019-04-24,MS84,VCEP ESG International Stock Pool Select,0
2685,2019-05-17,SC81,Target Retirement 2030,0
2686,2019-09-18,WQ15,LifeStrategy Growth,0
2687,2019-04-29,GO58,Institutional Target Retirement 2065,0
2688,2019-05-08,VD43,Target Retirement 2055 Trust,0
2689,2020-02-24,CF48,Target Retirement 2050,0
2690,2019-12-03,IW95,VCEP Pacific Stock,0
2691,2020-01-22,OM24,Target Retirement Income,0
2692,2020-08-03,CF48,Target Retirement 2050,0
2693,2019-11-04,ZS87,Target Retirement 2055,0
2694,2019-03-26,WQ15,LifeStrategy Growth,0
2695,2019-03-14,GP48,Institutional Target Retirement Income,0
2696,2020-03-11,FF72,VCEP Moderate Growth,0
2697,2019-02-01,OM24,Target Retirement Income,0
2698,2020-07-16,AY24,VCEP Short-Term Bond Select,0
2699,2019-06-10,KN63,VCEP ESG U.S. Stock Pool,0
2700,2019-02-28,DT81,Target Retirement 2040,0
2701,2020-03-06,FO91,VCEP Growth Select,0
2702,2019-09-25,LS11,VCEP Total Equity,0
2703,2019-12-31,OK18,VCEP Short-Term Bond,0
2704,2019-12-23,GR73,Target Retirement 2065 Trust,0
2705,2019-04-22,SC81,Target Retirement 2030,0
2706,2019-03-08,CF48,Target Retirement 2050,0
2707,2019-02-25,GO58,Institutional Target Retirement 2065,0
2708,2019-02-13,CX21,VCEP Money Market,0
2709,2020-05-18,XQ97,VVIF - Global Bond Index Portfolio,0
2710,2019-04-02,KN63,VCEP ESG U.S. Stock Pool,0
2711,2020-08-26,TN68,VCEP Total Bond,0
2712,2020-06-09,WO29,VCEP ESG Global Stock Pool Standard,0
2713,2020-04-30,MI13,VCEP Money Market Select,0
2714,2020-08-07,GH33,Institutional Target Retirement 2030,0
2715,2019-04-12,KN63,VCEP ESG U.S. Stock Pool,0
2716,2019-10-02,VD43,Target Retirement 2055 Trust,0
2717,2019-06-11,SC81,Target Retirement 2030,0
2718,2019-07-23,UH89,VCEP Wellington Pool Select,0
2719,2020-06-16,BX99,VCEP European Stock Select,0
2720,2019-01-16,FO91,VCEP Growth Select,0
2721,2020-08-11,GH86,Institutional Target Retirement 2040,0
2722,2020-06-15,ZL62,VCEP Total International Stock Select,0
2723,2019-10-07,GH72,Institutional Target Retirement 2035,0
2724,2019-11-05,EZ71,Target Retirement 2015,0
2725,2020-10-08,XQ97,VVIF - Global Bond Index Portfolio,0
2726,2019-02-21,OR28,VCEP ESG Global Stock Pool Select,0
2727,2020-03-30,UH89,VCEP Wellington Pool Select,0
2728,2019-02-20,CF14,LifeStrategy Conservative Growth,0
2729,2019-09-05,BU54,Target Retirement 2035 Trust,0
2730,2019-08-12,BX99,VCEP European Stock Select,0
2731,2020-07-06,OM24,Target Retirement Income,0
2732,2020-08-05,BA68,Target Retirement 2025 Trust,0
2733,2019-03-12,OM24,Target Retirement Income,0
2734,2019-09-09,IS98,VVIF - Total Stock Market Index,0
2735,2020-06-29,WO29,VCEP ESG Global Stock Pool Standard,0
2736,2019-11-29,GP68,VCEP Emerging Markets Stock,0
2737,2020-02-07,KN63,VCEP ESG U.S. Stock Pool,0
2738,2019-05-24,WJ68,LifeStrategy Moderate Growth,0
2739,2020-06-01,HB83,VCEP Total US Stock,0
2740,2020-08-27,LF34,VCEP Income Pool Standard,0
2741,2020-07-20,XQ97,VVIF - Global Bond Index Portfolio,0
2742,2019-07-15,HB83,VCEP Total US Stock,0
2743,2020-01-09,MK83,VCEP Total Bond Select,0
2744,2020-04-21,ZS87,Target Retirement 2055,0
2745,2019-04-18,KC47,VCEP Wellington Pool Standard,0
2746,2020-04-22,OW53,VCEP Total International Stock,0
2747,2019-10-22,LF34,VCEP Income Pool Standard,0
2748,2020-09-25,PK73,Target Retirement 2045,0
2749,2019-05-14,OK18,VCEP Short-Term Bond,0
2750,2020-05-26,CF14,LifeStrategy Conservative Growth,0
2751,2019-05-24,ZZ55,Target Retirement 2050 Trust,0
2752,2019-12-04,DR43,LifeStrategy Income,0
2753,2019-04-15,BJ34,Target Retirement 2045 Trust,0
2754,2020-05-13,RK97,VCEP Growth,0
2755,2019-02-25,GX91,Target Retirement 2060 Trust,0
2756,2019-07-02,NL73,STAR,0
2757,2020-07-08,OM24,Target Retirement Income,0
2758,2020-02-27,GQ39,Target Retirement 2065,0
2759,2020-03-13,BU54,Target Retirement 2035 Trust,0
2760,2019-10-09,FO91,VCEP Growth Select,0
2761,2020-10-13,AZ74,VCEP Total International Bond Pool Standard,0
2762,2019-06-28,AR74,Target Retirement 2020,0
2763,2020-07-21,WJ68,LifeStrategy Moderate Growth,0
2764,2019-08-27,BU54,Target Retirement 2035 Trust,0
2765,2019-02-04,GI25,Institutional Target Retirement 2045,0
2766,2019-10-21,GH33,Institutional Target Retirement 2030,0
2767,2020-08-17,ZD97,VCEP Total International Bond Pool Select,0
2768,2019-11-29,GF52,Institutional Target Retirement 2020,0
2769,2020-02-18,NQ34,VCEP ESG International Stock Pool Standard,0
2770,2019-10-25,GR73,Target Retirement 2065 Trust,0
2771,2019-10-31,LS11,VCEP Total Equity,0
2772,2019-07-30,OK18,VCEP Short-Term Bond,0
2773,2020-03-26,DT81,Target Retirement 2040,0
2774,2019-05-23,GL58,Institutional Target Retirement 2055,0
2775,2019-04-18,IW95,VCEP Pacific Stock,0
2776,2019-04-11,GH33,Institutional Target Retirement 2030,0
2777,2019-09-27,OW53,VCEP Total International Stock,0
2778,2019-04-02,TP59,VCEP Moderate Growth Select,0
2779,2020-03-31,GV13,Target Retirement 2020 Trust,0
2780,2019-04-01,BX99,VCEP European Stock Select,0
2781,2019-05-02,MK83,VCEP Total Bond Select,0
2782,2020-08-19,BU54,Target Retirement 2035 Trust,0
2783,2019-10-02,SC81,Target Retirement 2030,0
2784,2019-05-01,RK97,VCEP Growth,0
2785,2020-01-13,GQ39,Target Retirement 2065,0
2786,2019-10-22,DT81,Target Retirement 2040,0
2787,2019-08-09,WJ68,LifeStrategy Moderate Growth,0
2788,2019-11-27,DT81,Target Retirement 2040,0
2789,2019-07-17,GT42,Diversified Equity,0
2790,2020-01-21,KN63,VCEP ESG U.S. Stock Pool,0
2791,2019-12-10,FF72,VCEP Moderate Growth,0
2792,2020-06-03,BZ66,VCEP Conservative Growth Select,0
2793,2019-12-30,WO29,VCEP ESG Global Stock Pool Standard,0
2794,2019-03-26,GH33,Institutional Target Retirement 2030,0
2795,2019-03-18,GI25,Institutional Target Retirement 2045,0
2796,2020-08-03,KN63,VCEP ESG U.S. Stock Pool,0
2797,2019-05-01,MI13,VCEP Money Market Select,0
2798,2020-08-06,BA68,Target Retirement 2025 Trust,0
2799,2019-08-01,GR73,Target Retirement 2065 Trust,0
2800,2019-08-28,GV13,Target Retirement 2020 Trust,0
2801,2020-03-11,RP13,VVIF - Conservative Allocation,0
2802,2019-12-26,FO91,VCEP Growth Select,0
2803,2019-03-25,BA68,Target Retirement 2025 Trust,0
2804,2020-06-18,MI13,VCEP Money Market Select,0
2805,2020-07-08,IQ22,VCEP European Stock,0
2806,2019-07-19,NL73,STAR,0
2807,2019-06-24,MK83,VCEP Total Bond Select,0
2808,2019-02-06,LF34,VCEP Income Pool Standard,0
2809,2019-09-30,RP13,VVIF - Conservative Allocation,0
2810,2020-03-30,CF14,LifeStrategy Conservative Growth,0
2811,2019-06-05,PJ33,Target Retirement 2015 Trust,0
2812,2020-07-08,GT42,Diversified Equity,0
2813,2019-04-11,BJ34,Target Retirement 2045 Trust,0
2814,2019-12-04,CF48,Target Retirement 2050,0
2815,2019-10-02,GI46,Institutional Target Retirement 2050,0
2816,2019-05-31,LF34,VCEP Income Pool Standard,0
2817,2019-02-06,PK73,Target Retirement 2045,0
2818,2020-07-07,MK83,VCEP Total Bond Select,0
2819,2019-09-12,BU54,Target Retirement 2035 Trust,0
2820,2019-06-18,NR67,VCEP Conservative Growth,0
2821,2020-02-14,CE55,VCEP Emerging Markets Stock Select,0
2822,2020-05-28,TN68,VCEP Total Bond,0
2823,2019-09-10,LS11,VCEP Total Equity,0
2824,2019-08-13,SC81,Target Retirement 2030,0
2825,2020-07-15,NL73,STAR,0
2826,2019-11-13,AY24,VCEP Short-Term Bond Select,0
2827,2019-04-03,ZL62,VCEP Total International Stock Select,0
2828,2020-09-09,TN68,VCEP Total Bond,0
2829,2019-08-23,MI13,VCEP Money Market Select,0
2830,2019-05-08,GR73,Target Retirement 2065 Trust,0
2831,2020-04-24,XC71,VVIF - Moderate Allocation Portfolio,0
2832,2020-03-05,MK83,VCEP Total Bond Select,0
2833,2020-07-08,JS33,VCEP Balanced Pool Standard,0
2834,2020-07-23,GH86,Institutional Target Retirement 2040,0
2835,2019-06-12,PJ33,Target Retirement 2015 Trust,0
2836,2019-10-01,DR43,LifeStrategy Income,0
2837,2019-06-25,OM24,Target Retirement Income,0
2838,2020-04-08,JS33,VCEP Balanced Pool Standard,0
2839,2020-03-26,AZ74,VCEP Total International Bond Pool Standard,0
2840,2019-03-11,LS11,VCEP Total Equity,0
2841,2019-04-24,DR43,LifeStrategy Income,0
2842,2020-10-15,BX99,VCEP European Stock Select,0
2843,2020-03-11,GI46,Institutional Target Retirement 2050,0
2844,2019-02-14,GX91,Target Retirement 2060 Trust,0
2845,2019-05-24,RV91,Target Retirement Income Trust,0
2846,2019-07-11,RV91,Target Retirement Income Trust,0
2847,2020-10-07,RP13,VVIF - Conservative Allocation,0
2848,2019-05-20,GP68,VCEP Emerging Markets Stock,0
2849,2020-06-03,BJ34,Target Retirement 2045 Trust,0
2850,2019-04-10,BA68,Target Retirement 2025 Trust,0
2851,2020-07-31,WQ15,LifeStrategy Growth,0
2852,2020-07-14,ID15,VCEP Income Pool Select,0
2853,2020-04-30,ZS87,Target Retirement 2055,0
2854,2020-05-28,CF14,LifeStrategy Conservative Growth,0
2855,2020-04-06,UX52,VCEP Total Equity Select,0
2856,2020-02-12,BA68,Target Retirement 2025 Trust,0
2857,2020-07-09,GR73,Target Retirement 2065 Trust,0
2858,2019-11-11,RK97,VCEP Growth,0
2859,2020-08-24,GO58,Institutional Target Retirement 2065,0
2860,2019-06-28,RV91,Target Retirement Income Trust,0
2861,2020-01-02,CX21,VCEP Money Market,0
2862,2020-04-16,TP59,VCEP Moderate Growth Select,0
2863,2020-04-29,TP59,VCEP Moderate Growth Select,0
2864,2020-03-03,AY24,VCEP Short-Term Bond Select,0
2865,2019-05-16,GO58,Institutional Target Retirement 2065,0
2866,2020-03-06,VG84,Target Retirement 2025,0
2867,2019-12-16,ZZ55,Target Retirement 2050 Trust,0
2868,2019-05-09,BZ66,VCEP Conservative Growth Select,0
2869,2020-05-13,BU54,Target Retirement 2035 Trust,0
2870,2020-07-10,GO52,Institutional Target Retirement 2060,0
2871,2020-09-21,NQ34,VCEP ESG International Stock Pool Standard,0
2872,2020-06-02,NL73,STAR,0
2873,2019-06-11,LS11,VCEP Total Equity,0
2874,2019-02-19,GL58,Institutional Target Retirement 2055,0
2875,2020-01-16,NR67,VCEP Conservative Growth,0
2876,2020-06-11,DT81,Target Retirement 2040,0
2877,2019-07-02,ZS87,Target Retirement 2055,0
2878,2020-04-22,KC47,VCEP Wellington Pool Standard,0
2879,2020-05-04,UX52,VCEP Total Equity Select,0
2880,2019-09-13,RV91,Target Retirement Income Trust,0
2881,2020-10-15,CF14,LifeStrategy Conservative Growth,0
2882,2020-03-13,ES45,Target Retirement 2060,0
2883,2020-09-23,TN68,VCEP Total Bond,0
2884,2019-03-21,RV91,Target Retirement Income Trust,0
2885,2019-08-13,LB27,Managed Payout,0
2886,2019-05-09,KC47,VCEP Wellington Pool Standard,0
2887,2019-10-17,GH86,Institutional Target Retirement 2040,0
2888,2019-07-08,UX52,VCEP Total Equity Select,0
2889,2020-07-16,TP59,VCEP Moderate Growth Select,0
2890,2019-08-28,AZ74,VCEP Total International Bond Pool Standard,0
2891,2020-04-22,LS11,VCEP Total Equity,0
2892,2020-01-09,CX21,VCEP Money Market,0
2893,2019-03-26,NQ34,VCEP ESG International Stock Pool Standard,0
2894,2020-06-29,KN63,VCEP ESG U.S. Stock Pool,0
2895,2019-03-04,NL73,STAR,0
2896,2019-02-05,LB27,Managed Payout,0
2897,2020-10-14,TP59,VCEP Moderate Growth Select,0
2898,2020-07-30,GO52,Institutional Target Retirement 2060,0
2899,2019-11-05,BA68,Target Retirement 2025 Trust,0
2900,2020-01-31,GF52,Institutional Target Retirement 2020,0
2901,2020-05-29,GF52,Institutional Target Retirement 2020,0
2902,2020-08-17,VG84,Target Retirement 2025,0
2903,2020-07-16,CF48,Target Retirement 2050,0
2904,2019-11-19,LF34,VCEP Income Pool Standard,0
2905,2019-08-02,KC47,VCEP Wellington Pool Standard,0
2906,2020-03-20,ZD97,VCEP Total International Bond Pool Select,0
2907,2020-09-18,JS33,VCEP Balanced Pool Standard,0
2908,2019-07-17,ZS87,Target Retirement 2055,0
2909,2019-02-21,DR43,LifeStrategy Income,0
2910,2020-04-23,ID15,VCEP Income Pool Select,0
2911,2019-07-05,PJ82,Target Retirement 2030 Trust,0
2912,2019-07-12,OM24,Target Retirement Income,0
2913,2020-07-13,IQ22,VCEP European Stock,0
2914,2020-04-01,MS87,VCEP ESG U.S. Stock Pool Select,0
2915,2019-08-01,GO58,Institutional Target Retirement 2065,0
2916,2019-10-03,GP68,VCEP Emerging Markets Stock,0
2917,2020-06-11,GV13,Target Retirement 2020 Trust,0
2918,2019-12-31,MK83,VCEP Total Bond Select,0
2919,2020-05-01,KC47,VCEP Wellington Pool Standard,0
2920,2020-06-15,KD51,VVIF - Total International Stock Market Index,0
2921,2020-08-13,FO91,VCEP Growth Select,0
2922,2019-05-24,KD51,VVIF - Total International Stock Market Index,0
2923,2019-02-13,OK18,VCEP Short-Term Bond,0
2924,2019-08-19,BJ34,Target Retirement 2045 Trust,0
2925,2020-04-15,CF14,LifeStrategy Conservative Growth,0
2926,2019-12-03,LB27,Managed Payout,0
2927,2020-04-20,DT81,Target Retirement 2040,0
2928,2020-08-06,GT42,Diversified Equity,0
2929,2020-09-01,VX99,VCEP Pacific Stock Select,0
2930,2019-03-26,XC71,VVIF - Moderate Allocation Portfolio,0
2931,2020-07-01,TN68,VCEP Total Bond,0
2932,2019-06-04,DR43,LifeStrategy Income,0
2933,2019-01-25,AY24,VCEP Short-Term Bond Select,0
2934,2020-06-26,GX91,Target Retirement 2060 Trust,0
2935,2020-09-14,VX99,VCEP Pacific Stock Select,0
2936,2020-01-29,OK18,VCEP Short-Term Bond,0
2937,2020-02-13,AZ74,VCEP Total International Bond Pool Standard,0
2938,2020-03-19,ZL62,VCEP Total International Stock Select,0
2939,2020-03-24,UX52,VCEP Total Equity Select,0
2940,2019-03-13,LS11,VCEP Total Equity,0
2941,2019-04-29,IW95,VCEP Pacific Stock,0
2942,2019-12-11,GP68,VCEP Emerging Markets Stock,0
2943,2019-11-26,BX99,VCEP European Stock Select,0
2944,2020-01-23,LS11,VCEP Total Equity,0
2945,2020-01-13,BZ66,VCEP Conservative Growth Select,0
2946,2020-01-14,AZ74,VCEP Total International Bond Pool Standard,0
2947,2019-07-08,TP59,VCEP Moderate Growth Select,0
2948,2020-06-29,CX21,VCEP Money Market,0
2949,2020-04-17,UX52,VCEP Total Equity Select,0
2950,2019-06-06,UH89,VCEP Wellington Pool Select,0
2951,2019-12-04,ZZ55,Target Retirement 2050 Trust,0
2952,2020-04-06,GP68,VCEP Emerging Markets Stock,0
2953,2020-01-14,ES45,Target Retirement 2060,0
2954,2020-01-13,GF79,Institutional Target Retirement 2025,0
2955,2019-07-24,GH72,Institutional Target Retirement 2035,0
2956,2020-07-27,ZS87,Target Retirement 2055,0
2957,2019-04-25,CE55,VCEP Emerging Markets Stock Select,0
2958,2019-05-22,GF52,Institutional Target Retirement 2020,0
2959,2019-08-14,OM24,Target Retirement Income,0
2960,2020-05-27,ID15,VCEP Income Pool Select,0
2961,2020-05-15,RA76,Target Retirement 2035,0
2962,2020-09-22,XQ97,VVIF - Global Bond Index Portfolio,0
2963,2019-12-10,GH33,Institutional Target Retirement 2030,0
2964,2019-10-28,LF34,VCEP Income Pool Standard,0
2965,2020-10-13,CF48,Target Retirement 2050,0
2966,2020-03-23,OK18,VCEP Short-Term Bond,0
2967,2019-04-23,IW95,VCEP Pacific Stock,0
2968,2020-05-11,ZM95,VCEP Total US Stock Select,0
2969,2019-06-26,IQ22,VCEP European Stock,0
2970,2019-04-05,GQ39,Target Retirement 2065,0
2971,2019-10-24,ID15,VCEP Income Pool Select,0
2972,2019-02-25,GI46,Institutional Target Retirement 2050,0
2973,2019-03-06,LF34,VCEP Income Pool Standard,0
